Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000133112,TPT1,Gene Expression,0.16006907115283323,0.0,0.0,29890,3.3683322115706273,3179
ENSG00000154096,THY1,Gene Expression,0.15990283479741582,0.0,0.0,2220,0.6063804709803423,1415
ENSG00000197728,RPS26,Gene Expression,0.15860562888804028,0.0,0.0,11437,0.952512708956737,2132
ENSG00000182774,RPS17,Gene Expression,0.15846538297118404,0.0,0.0,13822,1.3415679666940656,2442
ENSG00000187193,MT1X,Gene Expression,0.1582832731893939,0.0,0.0,2438,0.144809913012096,600
ENSG00000137699,TRIM29,Gene Expression,0.15747003991903208,0.0,0.0,3966,0.37751564328756765,1258
ENSG00000135919,SERPINE2,Gene Expression,0.1574457647341997,0.0,0.0,2643,0.3758240333946721,1110
ENSG00000198899,MT-ATP6,Gene Expression,0.15741237052264637,0.0,0.0,32475,5.691825223224541,3523
ENSG00000159166,LAD1,Gene Expression,0.15709397829870703,0.0,0.0,3207,0.3117009808908218,1166
ENSG00000169035,KLK7,Gene Expression,0.1568775616634682,0.0,0.0,2209,0.20242041585673579,716
ENSG00000168703,WFDC12,Gene Expression,0.1560602074090643,0.0,0.0,205,0.032084266022446885,134
ENSG00000117906,RCN2,Gene Expression,0.15562674285331018,0.0,0.0,2628,0.46559298392111287,1449
ENSG00000115884,SDC1,Gene Expression,0.15514430584798647,0.0,0.0,7793,0.8463030251411664,2008
ENSG00000239264,TXNDC5,Gene Expression,0.15378840987204467,0.0,0.0,5499,0.9249598726812475,1978
ENSG00000233461,AL445524.1,Gene Expression,0.15373982270097644,0.0,0.0,1503,0.07681094878583906,413
ENSG00000026025,VIM,Gene Expression,0.1533512672279057,0.0,0.0,6405,1.070033707720886,2125
ENSG00000145425,RPS3A,Gene Expression,0.1530639242978517,0.0,0.0,13938,1.4516916364644354,2493
ENSG00000211950,IGHV1-24,Gene Expression,0.15267430926417724,0.0,0.0,330,0.03287762209756972,126
ENSG00000185664,PMEL,Gene Expression,0.15258245100237314,0.0,0.0,1022,0.06101293618343153,305
ENSG00000100078,PLA2G3,Gene Expression,0.1523966657944974,0.0,0.0,298,0.025208657016577384,204
ENSG00000138326,RPS24,Gene Expression,0.15187884296666168,0.0,0.0,15870,1.4253527833854263,2485
ENSG00000124172,ATP5F1E,Gene Expression,0.15166087768480782,0.0,0.0,12201,1.3369507257340656,2459
ENSG00000167754,KLK5,Gene Expression,0.15129028131259978,0.0,0.0,1375,0.15952472405269008,657
ENSG00000077942,FBLN1,Gene Expression,0.1511050067960893,0.0,0.0,2023,0.6096553392157574,1271
ENSG00000204539,CDSN,Gene Expression,0.15061401821733628,0.0,0.0,1490,0.15806744613685683,589
ENSG00000136810,TXN,Gene Expression,0.15046498601900657,0.0,0.0,5859,0.47902279072911974,1511
ENSG00000114115,RBP1,Gene Expression,0.14974978790650112,0.0,0.0,1569,0.17421380507755874,770
ENSG00000172867,KRT2,Gene Expression,0.14942570207942424,0.0,0.0,3065,0.20516078122272322,601
ENSG00000115758,ODC1,Gene Expression,0.14904667257813806,0.0,0.0,1407,0.16373095556430278,735
